name,name1,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,lat,lon,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,sumh,ccbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,shb,shc,stdt,tbs,aot,ptm,msnh,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40
Childrens Bureau,Palmdale,1529 East Palmdale Boulevard,Suite 210,Palmdale,CA,93550,,Los Angeles,661-272-9996,,,,http://www.all4kids.org,34.580392,-118.1019806,MH,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,,1,,,1,,,,,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,1,,,,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
McKinley,,2231 East Palmdale Boulevard,,Palmdale,CA,93550,,Los Angeles,909-599-1227,,,,http://,34.580769,-118.088607,MH,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,,,,1,,,,,,,,,1,,1,,1,,,,,1,1,,1,,,,1,,,,,,,1,,,,,1,,,,1,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Center,,38345 30th Street East,Suite C-2,Palmdale,CA,93550,,Los Angeles,661-259-9439,,,,http://www.childfamilycenter.org/,34.5790964,-118.0764204,MH,1,,,,,,1,,,1,1,1,1,,,,,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,,,1,1,,,,,,,,1,1,1,,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,1,,,1,,1,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Guidance Center,Antelope Valley Services,40005 10th Street West,Suite 106,Palmdale,CA,93551,,Los Angeles,661-265-8627,Intakes,661-265-8627 x2822,661-265-8627 x2823,http://www.childguidance.org,34.609816,-118.148428,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,1,,1,,,,1,,,1,1,,,1,,1,,,,1,,1,,,,1,,,,,,,,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,
Penny Lane Centers,Antelope Valley Family Center,43520 Division Street,,Lancaster,CA,93535,4089,Los Angeles,661-266-4783,Intakes,661-266-4783 x2262,661-266-4783 x2718,http://www.pennylane.org,34.6732831,-118.1295034,MH,1,,,,,,1,,,1,1,1,1,,,1,1,,,,1,,,,,,1,,,,,,,,,1,1,,,1,1,1,,,1,,,,,,,,,1,1,,,,,,,,,1,,,1,,,,,,1,,,1,,,,1,,,,,,1,,,1,1,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Clinic,,43807 10th Street West,Suite D,Lancaster,CA,93534,,Los Angeles,661-575-9365,Intake,661-575-9365 x0,,http://heritageclinic.org,34.6788454,-118.1486113,MH,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,,,,,1,1,,,1,,,1,1,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Childrens Bureau,Lancaster,921 West Avenue J,Suite C,Lancaster,CA,93534,,Los Angeles,661-949-0131 x2109,Intake,661-949-0131,,http://www.all4kids.org,34.6894369,-118.1465409,MH,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,,,1,,,1,1,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,1,1,,,1,,1,,,1,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,Youth Outpatient,44443 10th Street West,,Lancaster,CA,93534,,Los Angeles,818-996-1051,,,,http://www.tarzanatc.org,34.690227,-118.148048,MH,1,,,,,,,,1,1,1,1,,,,1,,1,,,,1,,,,1,1,,,,,,,1,1,1,1,1,,,1,1,1,,1,1,1,,,,1,1,1,1,1,1,,,,1,,1,,,,,1,,,,,1,,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,Youth Residential,44447 North 10th Street West,Building C,Lancaster,CA,93534,3324,Los Angeles,661-726-2630,Intake,818-996-1051,,http://www.tarzanatc.org,34.6908921,-118.1487942,MH,1,,1,,,,,,,,1,1,1,,,,,1,,,,1,,,1,,,,,,,,,1,1,1,,1,,,,,,,1,,,,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,Adult Residential,44447 10th Street West,Building B,Lancaster,CA,93534,,Los Angeles,661-726-2630,Intake,818-996-1051,,http://www.tarzanatc.org,34.6908921,-118.1487942,MH,1,,,1,,,,,,,1,1,1,,,1,,1,,1,,1,,,1,,,,,,,,,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,1,,1,1,1,1,,,,1,,1,,,,,1,,,,1,,1,,,,,,1,,1,,,,,,,1,,1,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathaway/Sycamores Child/Family Servs,Community Services,44738 Sierra Highway,,Lancaster,CA,93534,,Los Angeles,661-942-5749,Intakes,844-222-2377,626-395-7100,http://www.hathaway-sycamores.org,34.6952099,-118.1359948,MH,1,,,,,,,1,,1,1,,1,,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,,,,,1,,,1,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,,1,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,,907 West Lancaster Boulevard,,Lancaster,CA,93534,,Los Angeles,800-996-1051,Intake,818-996-1051,,http://www.tarzanatc.org,34.697464,-118.147244,MH,1,,,,,,,,1,,1,1,1,,,,,1,,,,1,,,,,1,,,,,,,1,1,1,,1,,1,,1,,,1,1,1,,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
